"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 14 08:39:37 GMT 2023","Fri Jul 14 08:40:11 GMT 2023","33837","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"broken","Fri Jul 14 08:41:15 GMT 2023","Fri Jul 14 08:42:04 GMT 2023","49136","","Testing telnyx with webdriverIO","","","","TX_006 Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page",""
"passed","Fri Jul 14 08:40:11 GMT 2023","Fri Jul 14 08:40:28 GMT 2023","17028","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Fri Jul 14 08:42:38 GMT 2023","Fri Jul 14 08:42:48 GMT 2023","9993","","Testing telnyx with webdriverIO","","","","TX_011 Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page",""
"passed","Fri Jul 14 08:43:50 GMT 2023","Fri Jul 14 08:44:03 GMT 2023","13788","","Testing telnyx with webdriverIO","","","","TX_015 Test Sign In form from Sign Up page with negative scenario when all fields are left empty",""
"passed","Fri Jul 14 08:42:48 GMT 2023","Fri Jul 14 08:42:58 GMT 2023","10427","","Testing telnyx with webdriverIO","","","","TX_012 Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data",""
"passed","Fri Jul 14 08:39:35 GMT 2023","Fri Jul 14 08:40:05 GMT 2023","29817","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"passed","Fri Jul 14 08:42:31 GMT 2023","Fri Jul 14 08:42:38 GMT 2023","6857","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"passed","Fri Jul 14 08:40:05 GMT 2023","Fri Jul 14 08:40:21 GMT 2023","15797","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Fri Jul 14 08:42:16 GMT 2023","Fri Jul 14 08:42:25 GMT 2023","8301","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"passed","Fri Jul 14 08:40:47 GMT 2023","Fri Jul 14 08:41:06 GMT 2023","19477","","Testing telnyx with webdriverIO","","","","TX_005 Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page",""
"passed","Fri Jul 14 08:42:25 GMT 2023","Fri Jul 14 08:42:43 GMT 2023","18631","","Testing telnyx with webdriverIO","","","","TX_009 Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page",""
"passed","Fri Jul 14 08:44:03 GMT 2023","Fri Jul 14 08:44:20 GMT 2023","16698","","Testing telnyx with webdriverIO","","","","TX_016 Test Sign In form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Fri Jul 14 08:44:10 GMT 2023","Fri Jul 14 08:44:16 GMT 2023","5666","","Testing telnyx with webdriverIO","","","","TX_018 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields",""
"passed","Fri Jul 14 08:42:02 GMT 2023","Fri Jul 14 08:42:09 GMT 2023","7128","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"passed","Fri Jul 14 08:40:38 GMT 2023","Fri Jul 14 08:40:47 GMT 2023","8439","","Testing telnyx with webdriverIO","","","","TX_004 Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page",""
"passed","Fri Jul 14 08:43:08 GMT 2023","Fri Jul 14 08:43:19 GMT 2023","11034","","Testing telnyx with webdriverIO","","","","TX_012 Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data",""
