"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Jul 13 11:12:59 GMT 2023","Thu Jul 13 11:13:01 GMT 2023","2280","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"broken","Thu Jul 13 11:13:32 GMT 2023","Thu Jul 13 11:13:34 GMT 2023","2111","","Testing telnyx with webdriverIO","","","","TX_012 Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data",""
"passed","Thu Jul 13 11:10:17 GMT 2023","Thu Jul 13 11:10:32 GMT 2023","14727","","Testing telnyx with webdriverIO","","","","TX_016 Test Sign In form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 11:07:52 GMT 2023","Thu Jul 13 11:08:06 GMT 2023","13288","","Testing telnyx with webdriverIO","","","","TX_003 Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page",""
"broken","Thu Jul 13 11:14:05 GMT 2023","Thu Jul 13 11:14:10 GMT 2023","5052","","Testing telnyx with webdriverIO","","","","TX_018 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields",""
"broken","Thu Jul 13 11:12:44 GMT 2023","Thu Jul 13 11:12:47 GMT 2023","2317","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"broken","Thu Jul 13 11:08:27 GMT 2023","Thu Jul 13 11:08:36 GMT 2023","9692","","Testing telnyx with webdriverIO","","","","TX_006 Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page",""
"passed","Thu Jul 13 11:08:15 GMT 2023","Thu Jul 13 11:08:27 GMT 2023","11770","","Testing telnyx with webdriverIO","","","","TX_005 Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page",""
"passed","Thu Jul 13 11:10:47 GMT 2023","Thu Jul 13 11:10:54 GMT 2023","6876","","Testing telnyx with webdriverIO","","","","TX_019 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling in the correct data in the required fields and ""Promo Code"" field",""
"passed","Thu Jul 13 11:10:07 GMT 2023","Thu Jul 13 11:10:17 GMT 2023","9938","","Testing telnyx with webdriverIO","","","","TX_015 Test Sign In form from Sign Up page with negative scenario when all fields are left empty",""
"passed","Thu Jul 13 11:10:54 GMT 2023","Thu Jul 13 11:10:59 GMT 2023","5468","","Testing telnyx with webdriverIO","","","","TX_020 Test the ""Contact Us"" form with negative scenario when all fields are left empty",""
"broken","Thu Jul 13 11:14:10 GMT 2023","Thu Jul 13 11:14:16 GMT 2023","5465","","Testing telnyx with webdriverIO","","","","TX_019 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling in the correct data in the required fields and ""Promo Code"" field",""
"passed","Thu Jul 13 11:07:41 GMT 2023","Thu Jul 13 11:07:52 GMT 2023","11259","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Thu Jul 13 11:10:32 GMT 2023","Thu Jul 13 11:10:42 GMT 2023","9544","","Testing telnyx with webdriverIO","","","","TX_017 Chech that ""Support Center"" link navigate to ""Support Center"" page from the ""Contact us"" page",""
"broken","Thu Jul 13 11:12:52 GMT 2023","Thu Jul 13 11:12:54 GMT 2023","2164","","Testing telnyx with webdriverIO","","","","TX_005 Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page",""
"broken","Thu Jul 13 11:07:20 GMT 2023","Thu Jul 13 11:08:22 GMT 2023","61259","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Thu Jul 13 11:08:53 GMT 2023","Thu Jul 13 11:09:08 GMT 2023","14925","","Testing telnyx with webdriverIO","","","","TX_009 Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page",""
"broken","Thu Jul 13 11:13:01 GMT 2023","Thu Jul 13 11:13:03 GMT 2023","2193","","Testing telnyx with webdriverIO","","","","TX_009 Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page",""
"passed","Thu Jul 13 11:09:51 GMT 2023","Thu Jul 13 11:10:07 GMT 2023","16001","","Testing telnyx with webdriverIO","","","","TX_014 Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials",""
"broken","Thu Jul 13 11:07:21 GMT 2023","Thu Jul 13 11:07:41 GMT 2023","20040","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"broken","Thu Jul 13 11:09:22 GMT 2023","Thu Jul 13 11:09:35 GMT 2023","13276","","Testing telnyx with webdriverIO","","","","TX_011 Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page",""
"passed","Thu Jul 13 11:13:36 GMT 2023","Thu Jul 13 11:13:49 GMT 2023","12782","","Testing telnyx with webdriverIO","","","","TX_014 Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials",""
"broken","Thu Jul 13 11:13:18 GMT 2023","Thu Jul 13 11:13:32 GMT 2023","13795","","Testing telnyx with webdriverIO","","","","TX_011 Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page",""
"passed","Thu Jul 13 11:13:49 GMT 2023","Thu Jul 13 11:14:01 GMT 2023","12265","","Testing telnyx with webdriverIO","","","","TX_015 Test Sign In form from Sign Up page with negative scenario when all fields are left empty",""
"broken","Thu Jul 13 11:14:03 GMT 2023","Thu Jul 13 11:14:05 GMT 2023","2273","","Testing telnyx with webdriverIO","","","","TX_017 Chech that ""Support Center"" link navigate to ""Support Center"" page from the ""Contact us"" page",""
"broken","Thu Jul 13 11:12:56 GMT 2023","Thu Jul 13 11:12:59 GMT 2023","2501","","Testing telnyx with webdriverIO","","","","TX_007 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data ​​in the required fields, form opened via link from the ""SMS API"" page",""
"passed","Thu Jul 13 11:08:46 GMT 2023","Thu Jul 13 11:08:53 GMT 2023","7015","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"passed","Thu Jul 13 11:07:08 GMT 2023","Thu Jul 13 11:07:20 GMT 2023","12491","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"broken","Thu Jul 13 11:14:16 GMT 2023","Thu Jul 13 11:14:18 GMT 2023","2362","","Testing telnyx with webdriverIO","","","","TX_020 Test the ""Contact Us"" form with negative scenario when all fields are left empty",""
