"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 13 13:56:20 GMT 2023","Thu Jul 13 13:56:35 GMT 2023","14838","","Testing telnyx with webdriverIO","","","","TX_005 Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page",""
"passed","Thu Jul 13 13:59:23 GMT 2023","Thu Jul 13 13:59:30 GMT 2023","6941","","Testing telnyx with webdriverIO","","","","TX_017 Chech that ""Support Center"" link navigate to ""Support Center"" page from the ""Contact us"" page",""
"passed","Thu Jul 13 13:58:26 GMT 2023","Thu Jul 13 13:58:33 GMT 2023","7660","","Testing telnyx with webdriverIO","","","","TX_013 Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 13:55:37 GMT 2023","Thu Jul 13 13:55:56 GMT 2023","19323","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Thu Jul 13 13:57:59 GMT 2023","Thu Jul 13 13:58:08 GMT 2023","8411","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"passed","Thu Jul 13 13:57:23 GMT 2023","Thu Jul 13 13:57:28 GMT 2023","5327","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"passed","Thu Jul 13 13:59:16 GMT 2023","Thu Jul 13 13:59:21 GMT 2023","4291","","Testing telnyx with webdriverIO","","","","TX_019 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling in the correct data in the required fields and ""Promo Code"" field",""
"passed","Thu Jul 13 13:57:54 GMT 2023","Thu Jul 13 13:58:03 GMT 2023","8577","","Testing telnyx with webdriverIO","","","","TX_011 Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page",""
"passed","Thu Jul 13 13:55:21 GMT 2023","Thu Jul 13 13:55:49 GMT 2023","27649","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"passed","Thu Jul 13 13:56:18 GMT 2023","Thu Jul 13 13:56:29 GMT 2023","10638","","Testing telnyx with webdriverIO","","","","TX_004 Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page",""
"passed","Thu Jul 13 13:59:10 GMT 2023","Thu Jul 13 13:59:16 GMT 2023","6620","","Testing telnyx with webdriverIO","","","","TX_018 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields",""
"passed","Thu Jul 13 13:59:03 GMT 2023","Thu Jul 13 13:59:10 GMT 2023","6897","","Testing telnyx with webdriverIO","","","","TX_017 Chech that ""Support Center"" link navigate to ""Support Center"" page from the ""Contact us"" page",""
"passed","Thu Jul 13 13:57:47 GMT 2023","Thu Jul 13 13:57:54 GMT 2023","7664","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"passed","Thu Jul 13 13:59:35 GMT 2023","Thu Jul 13 13:59:40 GMT 2023","5040","","Testing telnyx with webdriverIO","","","","TX_019 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling in the correct data in the required fields and ""Promo Code"" field",""
"passed","Thu Jul 13 13:58:09 GMT 2023","Thu Jul 13 13:58:17 GMT 2023","7413","","Testing telnyx with webdriverIO","","","","TX_013 Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 13:59:40 GMT 2023","Thu Jul 13 13:59:44 GMT 2023","3580","","Testing telnyx with webdriverIO","","","","TX_020 Test the ""Contact Us"" form with negative scenario when all fields are left empty",""
"passed","Thu Jul 13 13:55:56 GMT 2023","Thu Jul 13 13:56:12 GMT 2023","16062","","Testing telnyx with webdriverIO","","","","TX_003 Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page",""
