"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 13 14:18:33 GMT 2023","Thu Jul 13 14:18:51 GMT 2023","17901","","Testing telnyx with webdriverIO","","","","TX_014 Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 14:19:28 GMT 2023","Thu Jul 13 14:19:32 GMT 2023","4465","","Testing telnyx with webdriverIO","","","","TX_019 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling in the correct data in the required fields and ""Promo Code"" field",""
"passed","Thu Jul 13 14:19:02 GMT 2023","Thu Jul 13 14:19:07 GMT 2023","5193","","Testing telnyx with webdriverIO","","","","TX_020 Test the ""Contact Us"" form with negative scenario when all fields are left empty",""
"passed","Thu Jul 13 14:15:43 GMT 2023","Thu Jul 13 14:15:57 GMT 2023","13388","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Thu Jul 13 14:17:19 GMT 2023","Thu Jul 13 14:17:30 GMT 2023","10955","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"passed","Thu Jul 13 14:18:51 GMT 2023","Thu Jul 13 14:19:08 GMT 2023","16660","","Testing telnyx with webdriverIO","","","","TX_015 Test Sign In form from Sign Up page with negative scenario when all fields are left empty",""
"passed","Thu Jul 13 14:16:25 GMT 2023","Thu Jul 13 14:16:38 GMT 2023","12802","","Testing telnyx with webdriverIO","","","","TX_005 Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page",""
"passed","Thu Jul 13 14:17:32 GMT 2023","Thu Jul 13 14:17:39 GMT 2023","6811","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"passed","Thu Jul 13 14:18:55 GMT 2023","Thu Jul 13 14:19:02 GMT 2023","7206","","Testing telnyx with webdriverIO","","","","TX_019 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling in the correct data in the required fields and ""Promo Code"" field",""
"passed","Thu Jul 13 14:19:08 GMT 2023","Thu Jul 13 14:19:18 GMT 2023","10413","","Testing telnyx with webdriverIO","","","","TX_016 Test Sign In form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 14:15:15 GMT 2023","Thu Jul 13 14:15:29 GMT 2023","13257","","Testing telnyx with webdriverIO","","","","TX_002 Test the Sign up form with positive scenario, form opened via link from the ""Global Numbers"" page",""
"passed","Thu Jul 13 14:18:15 GMT 2023","Thu Jul 13 14:18:29 GMT 2023","13404","","Testing telnyx with webdriverIO","","","","TX_015 Test Sign In form from Sign Up page with negative scenario when all fields are left empty",""
"passed","Thu Jul 13 14:17:55 GMT 2023","Thu Jul 13 14:18:15 GMT 2023","19951","","Testing telnyx with webdriverIO","","","","TX_014 Test Sign In form from Sign Up page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 14:18:29 GMT 2023","Thu Jul 13 14:18:43 GMT 2023","13872","","Testing telnyx with webdriverIO","","","","TX_016 Test Sign In form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
"passed","Thu Jul 13 14:15:04 GMT 2023","Thu Jul 13 14:15:15 GMT 2023","11093","","Testing telnyx with webdriverIO","","","","TX_001 Check ""Number pricing"" form changes depending on selected option in ""Pay as you go"" dropdown on ""Numbers pricing"" page",""
"broken","Thu Jul 13 14:16:38 GMT 2023","Thu Jul 13 14:17:20 GMT 2023","41788","","Testing telnyx with webdriverIO","","","","TX_006 Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page",""
"passed","Thu Jul 13 14:15:29 GMT 2023","Thu Jul 13 14:15:47 GMT 2023","17839","","Testing telnyx with webdriverIO","","","","TX_003 Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page",""
"passed","Thu Jul 13 14:15:56 GMT 2023","Thu Jul 13 14:16:13 GMT 2023","16554","","Testing telnyx with webdriverIO","","","","TX_005 Test the ""Become a Telnyx Partner"" form with positive scenario, form opened via link from the Partnerships page",""
"passed","Thu Jul 13 14:17:56 GMT 2023","Thu Jul 13 14:18:06 GMT 2023","9966","","Testing telnyx with webdriverIO","","","","TX_010 Check that ""Telnyx`s Terms & Conditions"" link navigate to ""Telnyx`s Terms & Conditions"" page from the Sign up page",""
"passed","Thu Jul 13 14:16:59 GMT 2023","Thu Jul 13 14:17:04 GMT 2023","5655","","Testing telnyx with webdriverIO","","","","TX_008 Chech that ""Mission Control"" link navigate to ""Mission Control"" page from the ""Why Telnyx"" dropdown",""
"passed","Thu Jul 13 14:18:06 GMT 2023","Thu Jul 13 14:18:14 GMT 2023","7478","","Testing telnyx with webdriverIO","","","","TX_011 Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page",""
"passed","Thu Jul 13 14:16:16 GMT 2023","Thu Jul 13 14:16:25 GMT 2023","9328","","Testing telnyx with webdriverIO","","","","TX_004 Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page",""
"passed","Thu Jul 13 14:18:14 GMT 2023","Thu Jul 13 14:18:23 GMT 2023","9162","","Testing telnyx with webdriverIO","","","","TX_012 Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data",""
"passed","Thu Jul 13 14:17:04 GMT 2023","Thu Jul 13 14:17:19 GMT 2023","14475","","Testing telnyx with webdriverIO","","","","TX_009 Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page",""
"passed","Thu Jul 13 14:17:41 GMT 2023","Thu Jul 13 14:17:48 GMT 2023","7766","","Testing telnyx with webdriverIO","","","","TX_012 Test ""Become a Telnyx Partner"" form with negative scenario where all fields are filled with incorrect data",""
"passed","Thu Jul 13 14:18:47 GMT 2023","Thu Jul 13 14:18:55 GMT 2023","7993","","Testing telnyx with webdriverIO","","","","TX_018 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields",""
"passed","Thu Jul 13 14:15:47 GMT 2023","Thu Jul 13 14:15:56 GMT 2023","9832","","Testing telnyx with webdriverIO","","","","TX_004 Chech that ""See pricing"" button navigate to ""Pricing"" page from the ""Global Numbers"" page",""
"passed","Thu Jul 13 14:16:50 GMT 2023","Thu Jul 13 14:16:59 GMT 2023","8845","","Testing telnyx with webdriverIO","","","","TX_007 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields, form opened via link from the ""SMS API"" page",""
"passed","Thu Jul 13 14:17:30 GMT 2023","Thu Jul 13 14:17:41 GMT 2023","10972","","Testing telnyx with webdriverIO","","","","TX_011 Check that ""Privacy Policy"" link navigate to ""Privacy Policy"" page from the Sign up page",""
"passed","Thu Jul 13 14:17:20 GMT 2023","Thu Jul 13 14:17:32 GMT 2023","12087","","Testing telnyx with webdriverIO","","","","TX_007 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields, form opened via link from the ""SMS API"" page",""
"passed","Thu Jul 13 14:18:43 GMT 2023","Thu Jul 13 14:18:47 GMT 2023","4510","","Testing telnyx with webdriverIO","","","","TX_017 Chech that ""Support Center"" link navigate to ""Support Center"" page from the ""Contact us"" page",""
"passed","Thu Jul 13 14:17:39 GMT 2023","Thu Jul 13 14:17:56 GMT 2023","17694","","Testing telnyx with webdriverIO","","","","TX_009 Test the ""Contact Us"" form with positive scenario, form opened via ""Talk to an expert"" link button from the ""g2-compare"" page",""
"passed","Thu Jul 13 14:19:23 GMT 2023","Thu Jul 13 14:19:28 GMT 2023","4903","","Testing telnyx with webdriverIO","","","","TX_018 Check that ""Confirm email"" page is loading after clicking ""Submit"" button on Sign Up page with filling the correct data in the required fields",""
"broken","Thu Jul 13 14:16:13 GMT 2023","Thu Jul 13 14:16:50 GMT 2023","36857","","Testing telnyx with webdriverIO","","","","TX_006 Test ""See use cases"" and ""See industries"" buttons functionality on ""Solutions"" page",""
"passed","Thu Jul 13 14:15:57 GMT 2023","Thu Jul 13 14:16:16 GMT 2023","19188","","Testing telnyx with webdriverIO","","","","TX_003 Test the ""Contact Us"" form with positive scenario, form opened via link from the Global Numbers page",""
"passed","Thu Jul 13 14:17:48 GMT 2023","Thu Jul 13 14:17:55 GMT 2023","6869","","Testing telnyx with webdriverIO","","","","TX_013 Test Sign up form from Contact Us page with negative scenario where all fields are filled with incorrect credentials",""
